"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Performance Notes","DG ID","Player Name","Finish Position","Model Rank","SG Total (Actual)","SG Total (Model)","Driving Distance (Actual)","Driving Distance (Model)","Driving Accuracy (Actual)","Driving Accuracy (Model)","SG T2G (Actual)","SG T2G (Model)","SG Approach (Actual)","SG Approach (Model)","SG Around Green (Actual)","SG Around Green (Model)","SG OTT (Actual)","SG OTT (Model)","SG Putting (Actual)","SG Putting (Model)","Greens in Regulation (Actual)","Greens in Regulation (Model)","Scrambling (Actual)","Scrambling (Model)","Great Shots (Actual)","Great Shots (Model)","Poor Shots (Actual)","Poor Shots (Model)","Scoring Average (Actual)","Scoring Average (Model)","Fairway Proximity (Actual)","Fairway Proximity (Model)","Rough Proximity (Actual)","Rough Proximity (Model)","Approach <100 GIR (Actual)","Approach <100 GIR (Model)","Approach <100 SG (Actual)","Approach <100 SG (Model)","Approach <100 Prox (Actual)","Approach <100 Prox (Model)","Approach <150 FW GIR (Actual)","Approach <150 FW GIR (Model)","Approach <150 FW SG (Actual)","Approach <150 FW SG (Model)","Approach <150 FW Prox (Actual)","Approach <150 FW Prox (Model)","Approach <150 Rough GIR (Actual)","Approach <150 Rough GIR (Model)","Approach <150 Rough SG (Actual)","Approach <150 Rough SG (Model)","Approach <150 Rough Prox (Actual)","Approach <150 Rough Prox (Model)","Approach >150 Rough GIR (Actual)","Approach >150 Rough GIR (Model)","Approach >150 Rough SG (Actual)","Approach >150 Rough SG (Model)","Approach >150 Rough Prox (Actual)","Approach >150 Rough Prox (Model)","Approach <200 FW GIR (Actual)","Approach <200 FW GIR (Model)","Approach <200 FW SG (Actual)","Approach <200 FW SG (Model)","Approach <200 FW Prox (Actual)","Approach <200 FW Prox (Model)","Approach >200 FW GIR (Actual)","Approach >200 FW GIR (Model)","Approach >200 FW SG (Actual)","Approach >200 FW SG (Model)","Approach >200 FW Prox (Actual)","Approach >200 FW Prox (Model)"
"⚠️ Missed model by 13 | ⚠️ Rough Proximity missed model (2.18) | ⚠️ Fairway Proximity missed model (0.72) | ⚠️ SG T2G missed model (-0.194) | ⚠️ SG Total missed model (-0.140) | Δ Approach ↑ curr 50 100 fw","28635","McCarty, Matt",74,61,"-0.742","-0.602","285.800","285.713","60.70%","62.03%","-1.474","-1.280","-0.461","-0.413","-0.844","-0.741","-0.170","-0.126","0.733","0.679","47.20%","48.93%","54.35%","55.36%","4.000","4.000","5.500","5.562","73.500","73.313","31.664","30.946","67.832","65.652","83.92%","94.80%","0.100","1.116","12.452","14.193","68.94%","74.00%","-0.047","-0.846","26.693","24.759","44.70%","55.20%","-0.271","0.036","38.264","37.466","24.05%","31.70%","-0.121","0.126","78.646","58.424","54.30%","66.50%","0.000","0.684","25.067","27.929","32.80%","42.40%","-0.201","-1.026","71.047","44.695"
"⚠️ Missed model by 12 | ✅ Rough Proximity beat model (-1.17) | ⚠️ Fairway Proximity missed model (1.12) | ✅ Driving Distance beat model (0.57) | ✅ SG Total beat model (0.295) | Δ Approach ↑ curr over 200 fw","14577","English, Harris",74,62,"-2.242","-2.537","289.800","289.228","53.55%","53.11%","-3.912","-4.152","-3.922","-3.827","0.063","0.004","-0.053","-0.329","1.671","1.616","50.00%","50.00%","73.45%","72.23%","3.500","3.562","5.000","5.373","75.000","75.249","31.662","30.547","70.493","71.661","64.60%","83.20%","-0.240","-0.144","30.123","17.986","49.00%","73.70%","-0.258","-1.332","27.764","25.668","16.00%","49.60%","-0.583","-0.702","51.819","37.891","4.70%","25.10%","-0.202","-1.260","74.633","75.845","64.34%","69.50%","0.059","0.360","26.238","28.713","80.40%","53.20%","0.224","1.440","31.945","42.697"
"⚠️ Missed model by 11 | ⚠️ Rough Proximity missed model (2.05) | ✅ Driving Distance beat model (0.63) | ✅ Fairway Proximity beat model (-0.55) | ✅ SG Total beat model (0.482) | Δ Approach ↑ curr 50 100 fw","7399","Glover, Lucas",74,63,"-0.742","-1.224","280.750","280.122","71.40%","71.40%","-0.916","-1.158","-1.563","-1.725","-0.162","-0.112","0.809","0.680","0.174","-0.065","55.55%","54.86%","64.75%","63.48%","3.500","3.313","6.500","6.562","73.500","73.935","35.934","36.480","64.354","62.301","100.00%","93.50%","0.570","4.464","2.891","9.871","69.13%","69.80%","-0.083","-1.062","27.187","24.375","31.45%","53.20%","-0.114","-0.522","48.721","40.801","50.27%","41.50%","0.093","0.324","71.965","74.978","55.63%","64.50%","-0.129","-0.324","30.326","29.361","40.25%","41.60%","-0.116","0.990","54.124","43.891"
"≈ Near model (-8) | ✅ Rough Proximity beat model (-3.52) | ✅ Fairway Proximity beat model (-0.39) | ✅ Driving Distance beat model (0.30) | ✅ SG T2G beat model (0.245) | Δ Approach ↑ prev 100 150 fw","28159","Meissner, Mac",74,66,"-0.742","-0.851","281.650","281.345","46.45%","46.89%","0.178","-0.067","0.059","-0.167","0.384","0.365","-0.264","-0.265","-0.920","-0.783","55.60%","55.60%","63.55%","64.35%","3.000","2.876","5.500","5.687","73.500","73.562","32.413","32.802","54.713","58.228","99.30%","85.50%","0.709","0.342","3.767","15.612","78.39%","88.30%","-0.032","1.044","22.783","21.017","73.50%","65.70%","0.087","0.378","20.377","36.835","30.60%","23.00%","0.048","-0.090","77.653","56.092","78.51%","75.00%","-0.105","0.648","29.321","27.037","39.10%","53.40%","-0.202","0.126","56.007","41.179"
"≈ Near model (-7) | ⚠️ Rough Proximity missed model (1.30) | ⚠️ SG T2G missed model (-0.288) | ⚠️ SG Total missed model (-0.202) | ⚠️ SG OTT missed model (-0.158) | Δ Approach ↓ curr over 150 rgh","27194","Hall, Harry",74,67,"-1.242","-1.040","288.600","288.513","53.55%","53.11%","-1.719","-1.431","-0.104","-0.066","-0.586","-0.494","-1.029","-0.871","0.478","0.392","66.65%","67.34%","52.35%","49.98%","3.500","3.687","5.000","5.124","74.000","73.751","31.822","31.695","59.308","58.006","80.10%","88.80%","-0.110","0.234","18.197","16.522","96.56%","86.60%","0.169","0.918","17.793","19.467","67.50%","56.70%","0.152","-0.504","26.144","42.236","8.60%","34.20%","-0.737","-1.458","97.106","71.202","92.46%","72.80%","0.088","0.576","25.877","27.282","23.50%","33.30%","-0.157","-1.422","56.330","53.821"
"✅ Rough Proximity beat model (-1.20) | ⚠️ SG Total missed model (-0.140) | ✅ Driving Distance beat model (0.13) | ⚠️ SG Around Green missed model (-0.120) | Δ Approach ↑ curr 50 100 fw","17488","Im, Sungjae",74,75,"-0.742","-0.602","287.150","287.019","53.60%","54.93%","-0.570","-0.505","0.073","0.068","-0.503","-0.382","-0.141","-0.191","-0.172","-0.096","63.90%","62.87%","41.25%","43.89%","5.000","5.000","3.500","3.562","73.500","73.313","30.482","30.564","68.778","69.982","89.20%","89.20%","0.080","1.440","11.498","11.498","","0.00%","","0.000","","0.000","73.50%","73.50%","0.045","0.810","36.046","36.046","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000","","0.00%","","0.000","","0.000"
"⚠️ Rough Proximity missed model (0.97) | ⚠️ Driving Distance missed model (-0.83) | ✅ Fairway Proximity beat model (-0.27) | ⚠️ SG OTT missed model (-0.212) | Δ Approach ↑ prev under 150 rgh","15310","Li, Haotong",74,76,"-1.242","-1.288","288.900","289.733","50.00%","51.78%","-1.044","-0.940","-0.697","-0.879","0.143","0.218","-0.491","-0.278","-0.197","-0.348","55.60%","55.60%","65.00%","65.62%","2.500","2.438","3.000","3.249","74.000","74.000","28.159","28.426","71.272","70.304","54.50%","69.90%","-0.070","-1.008","13.519","18.027","92.07%","70.90%","0.025","-0.864","19.282","23.459","77.10%","68.70%","0.031","1.188","42.988","42.106","12.54%","46.90%","-0.204","0.036","75.998","61.320","72.81%","70.70%","-0.069","0.270","22.606","28.749","23.66%","48.50%","-0.069","0.576","44.174","41.175"
"≈ Near model (+3) | ✅ Rough Proximity beat model (-0.51) | ✅ SG T2G beat model (0.171) | ✅ SG Total beat model (0.171) | ⚠️ Fairway Proximity missed model (0.12) | Δ Approach ↑ curr over 150 rgh","27364","Thompson, Davis",74,77,"-1.242","-1.413","282.800","282.713","57.15%","58.04%","0.784","0.614","0.448","0.426","0.606","0.494","-0.269","-0.306","-2.026","-2.026","52.80%","51.07%","44.55%","44.76%","3.500","3.562","5.500","5.811","74.000","74.124","35.266","35.151","35.448","35.955","100.00%","93.70%","0.298","0.720","9.442","15.628","91.80%","86.70%","0.041","0.594","23.254","19.539","97.05%","62.40%","0.230","-0.126","13.389","36.390","39.40%","47.00%","0.146","1.980","37.023","42.375","45.14%","70.10%","-0.033","0.900","26.909","27.856","2.50%","38.80%","-0.375","-1.854","79.438","50.200"
"≈ Near model (+4) | ✅ Rough Proximity beat model (-1.38) | ⚠️ Driving Distance missed model (-0.24) | ✅ SG Total beat model (0.233) | ✅ SG Putting beat model (0.185) | Δ Approach ↑ prev 150 200 fw","15556","Hughes, Mackenzie",74,78,"-2.742","-2.975","292.850","293.092","50.00%","51.78%","-2.673","-2.721","-0.070","-0.126","-0.579","-0.719","-2.025","-1.875","-0.069","-0.254","52.75%","53.79%","60.70%","59.37%","3.500","3.562","7.000","7.249","75.500","75.687","34.736","34.793","52.236","53.616","100.00%","88.80%","0.011","0.630","23.723","17.291","96.93%","80.40%","-0.006","-0.486","25.413","24.676","89.70%","54.60%","0.143","-0.180","38.319","34.665","22.00%","22.00%","-0.237","-1.512","43.481","66.525","47.45%","78.90%","-0.105","1.476","37.541","30.248","40.40%","46.70%","-0.103","-1.476","47.238","52.068"
"≈ Near model (+5) | ✅ Rough Proximity beat model (-0.75) | ✅ Fairway Proximity beat model (-0.42) | ⚠️ Driving Distance missed model (-0.18) | ✅ SG Total beat model (0.109) | Δ Approach ↓ curr 50 100 fw","21891","Kitayama, Kurt",74,79,"-1.742","-1.851","289.350","289.530","35.75%","36.64%","0.945","0.912","1.290","1.218","0.023","0.044","-0.369","-0.351","-2.686","-2.762","52.75%","51.71%","64.60%","65.17%","4.000","3.876","5.500","5.438","74.500","74.562","22.846","23.269","49.023","49.778","68.23%","84.70%","-0.138","-1.710","19.084","19.136","69.45%","76.80%","-0.061","0.036","15.578","20.461","73.57%","71.00%","0.033","1.512","33.232","29.087","26.42%","37.70%","-0.012","1.440","55.843","45.542","47.80%","71.20%","0.202","1.116","17.563","27.882","70.70%","51.10%","0.083","0.018","32.633","41.273"
"≈ Near model (+7) | ⚠️ Driving Distance missed model (-0.78) | ⚠️ SG T2G missed model (-0.520) | ⚠️ SG Total missed model (-0.513) | ⚠️ Fairway Proximity missed model (0.49) | Δ Approach ↑ prev under 150 rgh","13412","Olesen, Thorbjorn",74,81,"-1.742","-1.229","278.000","278.783","57.15%","58.04%","-0.019","0.501","-0.103","0.105","0.411","0.577","-0.327","-0.181","-1.722","-1.729","52.80%","53.15%","42.25%","43.77%","4.000","4.124","5.000","4.627","74.500","73.940","30.188","29.702","77.191","77.391","81.50%","81.50%","0.061","1.098","14.932","14.932","90.73%","89.80%","0.109","-0.054","23.681","25.072","28.81%","53.10%","-0.308","0.306","59.178","44.194","22.08%","25.60%","-0.152","-0.720","84.188","60.543","71.87%","74.00%","0.024","0.684","26.835","28.711","84.80%","75.00%","0.258","2.682","21.882","36.516"
"≈ Near model (+9) | ✅ Fairway Proximity beat model (-0.95) | ✅ Driving Distance beat model (0.61) | ✅ Rough Proximity beat model (-0.38) | ✅ SG T2G beat model (0.329) | Δ Approach ↑ curr 50 100 fw","18103","Bezuidenhout, Christiaan",74,83,"-2.242","-2.537","277.500","276.891","57.10%","57.10%","-2.115","-2.444","-0.660","-0.986","0.137","0.327","-1.591","-1.784","-0.127","-0.093","44.45%","43.76%","65.30%","66.51%","2.000","2.000","4.500","4.687","75.000","75.249","38.178","39.129","55.313","55.689","100.00%","92.80%","0.551","3.654","3.135","11.359","62.96%","74.80%","-0.249","-0.378","27.700","20.789","40.90%","44.10%","0.114","0.558","36.286","38.219","49.25%","33.00%","0.073","-0.594","53.723","64.073","54.20%","70.40%","-0.066","-0.324","35.807","33.107","33.25%","56.20%","-0.212","0.072","67.733","54.132"
"✅ Beat model by 10 | ⚠️ Rough Proximity missed model (1.73) | ⚠️ Fairway Proximity missed model (1.12) | ⚠️ Driving Distance missed model (-0.43) | ⚠️ SG Total missed model (-0.327) | Δ Approach ↑ curr under 150 rgh","18586","Smith, Jordan",74,84,"-3.242","-2.915","290.050","290.479","60.70%","61.15%","-1.631","-1.367","-1.751","-1.552","-0.887","-0.903","1.006","1.088","-1.610","-1.548","50.00%","50.00%","61.80%","62.02%","2.500","2.562","4.500","4.065","76.000","75.627","35.563","34.446","90.376","88.642","63.16%","83.60%","-0.099","0.486","18.256","17.371","62.46%","76.10%","-0.239","-1.260","28.491","25.147","55.00%","53.00%","0.401","1.458","-12.063","34.657","27.36%","32.40%","0.014","0.252","82.161","69.640","64.30%","69.70%","-0.101","0.126","35.699","31.910","47.96%","56.80%","-0.030","0.324","49.739","46.373"
"✅ Beat model by 11 | ✅ SG Total beat model (0.482) | ✅ SG Putting beat model (0.270) | ✅ SG T2G beat model (0.211) | ⚠️ Rough Proximity missed model (0.18) | Δ Approach ↑ prev under 150 rgh","23465","Greyserman, Max",74,85,"-3.742","-4.224","284.650","284.656","35.75%","34.86%","-4.202","-4.413","-1.746","-1.901","0.436","0.279","-2.892","-2.791","0.460","0.190","38.85%","38.16%","71.00%","68.95%","3.000","2.627","7.000","7.000","76.500","76.935","32.994","33.150","47.063","46.883","53.30%","76.10%","0.102","-0.900","18.798","18.123","93.80%","77.70%","0.191","0.036","20.502","21.804","59.82%","63.50%","-0.036","1.422","34.161","32.696","13.07%","31.20%","0.035","1.044","22.314","43.099","55.62%","67.80%","-0.194","-0.144","33.809","32.383","36.53%","51.20%","-0.051","0.396","46.136","41.061"
"✅ Beat model by 12 | ⚠️ Rough Proximity missed model (1.77) | ⚠️ SG Total missed model (-0.451) | ⚠️ SG T2G missed model (-0.366) | ⚠️ SG OTT missed model (-0.172) | Δ Approach ↑ prev 100 150 fw","13470","Kizzire, Patton",74,86,"-3.242","-2.791","280.800","280.688","57.15%","59.82%","-1.772","-1.406","0.131","0.241","0.698","0.783","-2.602","-2.430","-1.470","-1.385","50.00%","51.38%","60.70%","62.03%","2.500","2.687","9.500","8.940","76.000","75.503","32.581","32.559","53.993","52.220","76.45%","91.20%","0.075","0.306","14.174","17.306","70.84%","79.20%","-0.079","0.666","23.989","20.084","48.25%","55.00%","-0.026","0.882","28.589","28.649","14.25%","31.80%","-0.286","0.468","70.184","50.372","76.28%","67.40%","-0.032","0.216","33.989","31.747","28.24%","49.30%","-0.090","0.324","42.289","44.757"
"✅ Beat model by 13 | ✅ Rough Proximity beat model (-3.67) | ⚠️ Fairway Proximity missed model (0.78) | ⚠️ Driving Distance missed model (-0.38) | ⚠️ SG Approach missed model (-0.354) | Δ Approach ↓ curr 100 150 fw","13508","Vegas, Jhonattan",74,87,"-0.742","-0.602","282.550","282.929","78.60%","78.60%","-1.179","-0.868","-1.762","-1.407","-0.528","-0.631","1.111","1.171","0.437","0.267","58.35%","58.69%","53.45%","52.32%","4.500","4.313","5.000","4.751","73.500","73.313","33.114","32.331","46.657","50.330","55.25%","54.60%","-0.202","-2.106","29.373","24.426","75.60%","68.40%","-0.259","-2.142","27.491","25.718","100.00%","71.90%","0.489","1.314","6.761","35.423","49.90%","32.40%","-0.746","-0.504","112.232","60.852","65.50%","64.30%","0.015","-0.486","28.738","31.684","28.40%","37.20%","-0.027","-0.486","37.074","39.626"
"✅ Beat model by 14 | ✅ Driving Distance beat model (0.52) | ⚠️ SG Total missed model (-0.389) | ⚠️ Fairway Proximity missed model (0.33) | ✅ Rough Proximity beat model (-0.28) | Δ Approach ↓ curr 100 150 fw","19477","Schenk, Adam",74,88,"-0.742","-0.353","290.300","289.778","57.15%","56.26%","0.583","0.758","-1.422","-1.372","1.540","1.735","0.464","0.395","-1.324","-1.110","50.00%","49.30%","59.90%","62.01%","4.000","4.000","4.500","4.313","73.500","73.065","34.871","34.546","94.942","95.218","77.55%","86.00%","-0.149","-0.702","20.499","17.321","53.60%","63.60%","-0.116","-1.908","27.949","24.914","50.70%","54.80%","-0.161","-0.684","80.636","41.030","3.80%","27.20%","-0.170","-0.954","75.752","67.406","66.26%","67.10%","-0.108","-0.432","38.447","33.105","99.45%","61.20%","0.157","0.216","37.989","48.623"
"✅ Beat model by 17 | ⚠️ Rough Proximity missed model (3.68) | ✅ Driving Distance beat model (0.69) | ⚠️ Fairway Proximity missed model (0.47) | ✅ SG Approach beat model (0.049) | Δ Approach ↓ prev over 150 rgh","23475","Novak, Andrew",74,91,"-2.242","-2.288","289.750","289.060","39.30%","39.75%","-0.427","-0.434","0.178","0.130","0.182","0.186","-0.788","-0.750","-1.814","-1.854","50.00%","50.70%","70.70%","70.79%","4.500","4.438","8.000","8.000","75.000","75.000","32.170","31.698","57.486","53.807","87.22%","81.10%","-0.027","0.252","19.498","17.676","84.91%","88.20%","0.022","0.738","22.765","20.706","23.30%","54.30%","-0.265","-0.990","42.047","45.197","45.50%","31.90%","0.250","-0.396","55.808","67.656","75.31%","64.20%","0.087","0.360","25.589","26.833","8.50%","42.50%","-0.181","-0.918","54.768","47.058"
"✅ Beat model by 19 | ✅ Rough Proximity beat model (-3.24) | ⚠️ Fairway Proximity missed model (0.94) | ⚠️ SG Total missed model (-0.327) | ⚠️ SG Approach missed model (-0.312) | Δ Approach ↓ prev over 200 fw","17550","Van Rooyen, Erik",74,93,"-1.242","-0.915","290.900","290.726","67.85%","68.29%","-1.890","-1.703","-2.766","-2.454","-0.391","-0.437","1.267","1.189","0.649","0.788","61.15%","61.84%","39.30%","40.63%","3.500","3.687","4.500","4.189","74.000","73.627","36.855","35.911","61.252","64.488","100.00%","89.00%","-0.127","-0.504","18.656","18.404","100.00%","78.70%","-0.004","-1.008","29.132","27.306","68.45%","44.40%","0.055","-1.818","40.984","46.441","0.00%","41.70%","-0.206","1.764","78.089","49.172","51.09%","56.00%","-0.194","-2.016","29.895","35.888","45.80%","24.80%","-0.136","-3.276","55.852","50.909"
"✅ Beat model by 20 | ⚠️ Rough Proximity missed model (0.62) | ⚠️ SG T2G missed model (-0.220) | ⚠️ SG Around Green missed model (-0.156) | ⚠️ SG Total missed model (-0.140)","21883","Ewart, A.J.",74,94,"-3.742","-3.602","278.500","278.413","60.70%","61.15%","-3.587","-3.367","-1.749","-1.657","-1.622","-1.466","-0.216","-0.244","-0.154","-0.234","41.65%","41.99%","65.55%","67.07%","2.000","2.000","7.000","6.751","76.500","76.313","34.576","34.438","43.925","43.310","49.20%","86.40%","-0.073","0.630","15.882","13.950","77.21%","83.00%","0.035","0.630","20.329","21.370","20.60%","45.60%","-0.214","-0.792","40.282","38.002","29.80%","32.60%","0.014","-0.594","20.190","66.530","79.95%","74.60%","0.005","0.414","33.510","28.022","52.80%","45.80%","-0.133","-0.666","54.594","47.253"
"✅ Beat model by 21 | ✅ Rough Proximity beat model (-1.42) | ⚠️ Fairway Proximity missed model (0.73) | ⚠️ Driving Distance missed model (-0.33) | ⚠️ SG Total missed model (-0.202) | Δ Approach ↑ prev over 150 rgh","14509","Dahmen, Joel",74,95,"-2.242","-2.040","274.550","274.880","46.45%","46.01%","-0.183","-0.088","0.718","0.760","-0.562","-0.485","-0.340","-0.363","-2.058","-1.951","52.80%","54.53%","54.35%","55.36%","1.000","0.876","4.000","4.000","75.000","74.751","31.441","30.707","52.463","53.883","55.75%","78.70%","-0.248","-0.954","32.774","20.559","81.57%","84.70%","0.235","0.738","15.241","21.291","69.20%","62.70%","0.102","0.738","34.030","38.825","1.68%","34.30%","-0.042","2.484","46.833","38.294","80.19%","70.40%","0.009","0.324","33.799","30.479","24.10%","51.30%","0.033","0.234","32.374","39.881"
"✅ Beat model by 23 | ✅ Rough Proximity beat model (-1.07) | ⚠️ Fairway Proximity missed model (0.93) | ⚠️ SG Approach missed model (-0.247) | ⚠️ SG T2G missed model (-0.203) | Δ Approach ↓ prev 50 100 fw","12577","Woodland, Gary",74,97,"-1.242","-1.164","297.600","297.501","60.70%","59.37%","-0.250","-0.047","-1.286","-1.039","-0.740","-0.704","1.776","1.697","-0.992","-1.117","58.30%","60.03%","52.25%","51.97%","3.000","2.876","6.000","6.000","74.000","73.876","30.813","29.883","42.686","43.759","100.00%","82.00%","0.037","-1.674","18.483","19.851","45.13%","66.80%","-0.436","-1.656","34.498","24.353","48.45%","47.80%","-0.085","-1.404","49.935","44.534","79.90%","40.30%","0.290","-0.288","22.684","62.752","60.24%","64.60%","0.036","-0.342","28.333","31.546","38.83%","44.90%","0.064","-0.090","29.750","45.454"
"✅ Beat model by 24 | ✅ Rough Proximity beat model (-2.29) | ✅ SG Total beat model (0.482) | ✅ Fairway Proximity beat model (-0.41) | ✅ SG T2G beat model (0.404) | Δ Approach ↑ prev under 150 rgh","15575","Hoge, Tom",74,98,"-3.742","-4.224","273.900","274.012","57.10%","57.10%","-2.643","-3.047","-0.915","-1.161","0.074","-0.004","-1.802","-1.882","-1.098","-1.176","47.20%","46.85%","59.05%","58.48%","2.500","2.438","8.000","8.124","76.500","76.935","31.883","32.293","79.950","82.238","100.00%","84.50%","0.609","1.908","7.407","13.816","96.18%","75.10%","0.222","-0.162","17.832","20.402","61.93%","71.00%","-0.388","1.782","49.886","33.713","0.00%","35.50%","-0.315","-0.036","85.750","59.963","46.67%","57.50%","-0.060","-0.486","35.034","31.234","31.10%","51.50%","-0.087","-0.054","59.465","43.397"
"✅ Beat model by 25 | ✅ Rough Proximity beat model (-3.71) | ✅ SG Total beat model (0.544) | ✅ SG T2G beat model (0.361) | ✅ SG Approach beat model (0.247) | Δ Approach ↑ prev 50 100 fw","17543","Kim, Michael",74,99,"-4.242","-4.786","283.850","284.080","50.00%","51.78%","-3.679","-4.041","-2.772","-3.019","-0.792","-1.002","-0.115","-0.019","-0.562","-0.745","50.00%","47.92%","58.80%","57.23%","1.500","1.313","5.000","5.249","77.000","77.497","37.784","38.017","63.361","67.071","80.62%","97.50%","-0.195","1.710","23.218","13.093","87.70%","80.40%","-0.057","-0.108","26.904","20.874","98.60%","59.60%","0.145","0.036","23.974","35.609","22.20%","33.40%","-0.190","-0.648","77.912","53.888","35.64%","58.20%","-0.391","-1.044","44.944","35.313","46.03%","44.80%","-0.104","-0.324","44.909","44.431"
"✅ Beat model by 26 | ✅ Rough Proximity beat model (-3.45) | ⚠️ Fairway Proximity missed model (1.10) | ✅ Driving Distance beat model (0.38) | ⚠️ SG Total missed model (-0.264) | Δ Approach ↓ curr over 200 fw","25908","Whaley, Vince",74,100,"-1.742","-1.478","281.250","280.871","28.55%","29.44%","-2.795","-2.704","0.073","0.108","-0.775","-0.587","-2.093","-2.224","1.054","1.227","50.00%","50.00%","57.40%","61.14%","3.500","3.438","5.000","5.124","74.500","74.189","35.767","34.672","96.170","99.618","100.00%","87.30%","0.313","2.178","7.816","13.982","93.47%","76.50%","0.004","-0.558","25.592","23.027","86.07%","62.60%","0.156","0.234","26.889","37.904","24.45%","25.90%","-0.165","-1.062","122.630","80.421","33.00%","57.50%","-0.097","-1.746","35.749","36.169","7.37%","30.10%","-0.268","-4.032","67.469","62.108"
"✅ Beat model by 29 | ✅ Rough Proximity beat model (-4.04) | ⚠️ Fairway Proximity missed model (1.64) | ✅ SG Approach beat model (0.155) | ⚠️ Driving Distance missed model (-0.09) | Δ Approach ↓ curr 50 100 fw","18554","Rai, Aaron",74,103,"-1.242","-1.288","280.750","280.843","75.00%","76.33%","-0.282","-0.342","-0.960","-1.115","-0.271","-0.222","0.948","0.996","-0.960","-0.946","63.90%","62.87%","41.70%","44.81%","2.500","2.438","4.500","4.562","74.000","74.000","39.380","37.742","60.682","64.720","32.10%","56.90%","-0.261","-3.978","28.609","27.385","93.90%","87.50%","-0.177","0.702","26.597","21.037","86.60%","64.50%","-0.228","-1.656","53.567","44.302","67.13%","32.60%","0.184","-0.882","31.334","67.762","72.90%","82.60%","0.118","1.692","23.750","30.063","25.13%","41.20%","-0.083","-0.576","60.681","42.237"
"✅ Beat model by 30 | ✅ Rough Proximity beat model (-2.62) | ⚠️ Driving Distance missed model (-1.09) | ⚠️ Fairway Proximity missed model (0.22) | ⚠️ SG Total missed model (-0.202) | Δ Approach ↓ prev over 200 fw","17786","Davis, Cam",74,104,"-2.242","-2.040","276.400","277.494","50.00%","50.88%","-1.556","-1.364","-1.554","-1.484","0.559","0.568","-0.563","-0.449","-0.685","-0.675","55.55%","56.24%","63.10%","65.61%","3.000","3.124","5.500","5.562","75.000","74.751","39.564","39.343","64.151","66.770","100.00%","100.00%","0.058","-0.972","12.674","19.233","85.50%","81.10%","-0.132","-0.216","22.072","21.020","100.00%","61.70%","0.239","1.062","13.667","36.293","49.44%","19.90%","-0.075","-1.350","42.826","59.797","44.07%","65.40%","-0.091","-0.504","42.317","31.346","59.57%","48.70%","0.070","-2.268","65.048","49.649"
"✅ Beat model by 31 | ✅ Rough Proximity beat model (-6.42) | ✅ SG Total beat model (0.544) | ✅ SG T2G beat model (0.378) | ✅ SG Putting beat model (0.166) | Δ Approach ↑ prev over 150 rgh","24968","Griffin, Ben",74,105,"-1.242","-1.786","279.600","279.712","57.10%","57.10%","-2.572","-2.950","-0.375","-0.521","-0.151","-0.275","-2.045","-2.154","1.331","1.164","44.45%","43.76%","74.60%","73.93%","3.000","2.876","7.000","7.124","74.000","74.497","34.413","34.275","172.165","178.583","53.00%","79.00%","-0.009","-1.242","16.897","15.827","75.57%","81.60%","-0.001","-0.252","20.735","21.412","25.20%","57.60%","-0.214","-0.828","52.598","45.818","10.30%","37.90%","-0.424","0.792","191.654","64.454","71.31%","64.60%","0.030","-1.062","28.778","33.586","26.40%","49.20%","-0.406","-0.612","81.983","50.375"
"✅ Beat model by 32 | ⚠️ Fairway Proximity missed model (0.96) | ⚠️ Rough Proximity missed model (0.93) | ✅ Driving Distance beat model (0.75) | ⚠️ SG Approach missed model (-0.178) | Δ Approach ↓ curr over 200 fw","22465","Penge, Marco",74,106,"-2.742","-2.851","298.100","297.354","46.45%","46.89%","-2.476","-2.540","-1.973","-1.795","-1.833","-2.009","1.330","1.264","-0.266","-0.311","55.55%","56.24%","54.15%","53.63%","4.000","3.751","5.000","4.876","75.500","75.562","39.871","38.907","47.047","46.112","57.57%","77.00%","-0.231","0.180","27.158","18.259","59.38%","74.00%","-0.183","-1.800","22.145","27.196","96.60%","71.60%","-0.027","-0.720","45.387","40.256","46.56%","38.20%","0.159","-0.774","28.364","62.658","63.38%","59.20%","-0.145","-0.738","28.253","31.804","14.68%","31.00%","-0.427","-2.322","64.033","46.542"
