Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
144,5087458934,tkoblow (66/150),0,288.4,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Daniel Berger G Ryan Gerard,,,
144,5087477464,craftylefty (17/40),0,288.4,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Daniel Berger G Ryan Gerard,,,
147,5087391775,d333pierce (7/8),0,288.3,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Rickie Fowler G Harris English G Corey Conners,,,
148,5087350740,JPB2014 (131/150),0,288.2,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Brooks Koepka G Maverick McNealy G Michael Thorbjornsen,,,
148,5087413757,Jacobkent21,0,288.2,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Jacob Bridgeman G Justin Thomas G Tony Finau,,,
148,5087462703,mlvolkmann,0,288.2,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Justin Rose G Harris English G Keith Mitchell,,,
151,5087293214,Cmccurry71043 (41/50),0,288.15002,G Tommy Fleetwood G Xander Schauffele G Cameron Young G Corey Conners G J.J. Spaun G Keith Mitchell,,,
151,5087438265,sal76 (4/5),0,288.15002,G Tommy Fleetwood G Xander Schauffele G Cameron Young G Adam Scott G Corey Conners G Keith Mitchell,,,
153,5087260190,pv43eee (28/76),0,288.1,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Jacob Bridgeman G Sepp Straka G Taylor Pendrith,,,
154,5087387538,sneuman (50/150),0,288,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Sepp Straka G Sahith Theegala G Corey Conners,,,
154,5087451904,base3ballmom (4/20),0,288,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Sepp Straka G Sahith Theegala G Corey Conners,,,
154,5087479096,mollywhop666 (7/7),0,288,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Sepp Straka G Sahith Theegala G Corey Conners,,,
157,5087455753,Dudeoflife (76/150),0,287.9,G Tommy Fleetwood G Ludvig Aberg G Justin Rose G Justin Thomas G Aaron Rai G Corey Conners,,,
158,5087349119,cptnspaulding (100/150),0,287.80002,G Si Woo Kim G Ludvig Aberg G Matt Fitzpatrick G Jordan Spieth G Corey Conners G J.J. Spaun,,,
158,5087094526,nini10 (2/2),0,287.8,G Xander Schauffele G Ludvig Aberg G Chris Gotterup G Justin Thomas G J.J. Spaun G Ryo Hisatsune,,,
160,5087329184,bigbill318 (1/2),0,287.69998,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Sepp Straka G Justin Thomas G Sahith Theegala,,,
161,5087252104,browndog2626,0,287.6,G Xander Schauffele G Ludvig Aberg G Brooks Koepka G Rickie Fowler G Jordan Spieth G Tony Finau,,,
161,5087265266,dfs_ads (38/150),0,287.6,G Xander Schauffele G Ludvig Aberg G Patrick Cantlay G Maverick McNealy G Corey Conners G Max McGreevy,,,
161,5087445103,beaker913 (6/150),0,287.59998,G Xander Schauffele G Ludvig Aberg G Jake Knapp G Brooks Koepka G Jordan Spieth G Davis Thompson,,,
164,5087396436,omahaman11 (7/7),0,287.5,G Russell Henley G Ludvig Aberg G Viktor Hovland G Ryan Gerard G Michael Thorbjornsen G Max Homa,,,
165,5087455823,Dudeoflife (146/150),0,287.3,G Russell Henley G Ludvig Aberg G Matt Fitzpatrick G Justin Thomas G Alex Noren G Corey Conners,,,
166,5087448367,jmack8 (1/3),0,287.25,G Ludvig Aberg G Cameron Young G Min Woo Lee G Brooks Koepka G Sepp Straka G Jason Day,,,
166,5087453367,goodtimes32 (1/4),0,287.25,G Ludvig Aberg G Viktor Hovland G Maverick McNealy G Ryan Gerard G Corey Conners G Alex Smalley,,,
166,5087463981,dionysus425,0,287.25,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Daniel Berger G Justin Thomas,,,
169,5087438022,OneDropKing (147/150),0,287.19998,G Xander Schauffele G Ludvig Aberg G Patrick Cantlay G Jacob Bridgeman G Keith Mitchell G William Mouw,,,
170,5087107061,ckk-244ayk (71/150),0,287.05002,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G J.T. Poston G Kristoffer Reitan,,,
171,5087382899,109stairs (123/150),0,287,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Justin Rose G Maverick McNealy G Corey Conners,,,
172,5087375849,slappywhite57 (1/3),0,286.95,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Sepp Straka G Justin Thomas G Jason Day,,,
173,5087463187,jal010374,0,286.9,G Xander Schauffele G Cameron Young G Min Woo Lee G Jacob Bridgeman G Rickie Fowler G Corey Conners,,,
174,5087437586,TheCommish (83/150),0,286.80002,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Sam Burns G Adam Scott G Harry Hall,,,
174,5087465958,geNet1x (18/18),0,286.8,G Xander Schauffele G Russell Henley G Ludvig Aberg G Justin Thomas G Ryan Gerard G Ricky Castillo,,,
174,5087483641,luckybob888,0,286.8,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Jacob Bridgeman G Ben Griffin G Keith Mitchell,,,
177,5087277531,Roll...Tide (1/2),0,286.69998,G Russell Henley G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Ryo Hisatsune G Patrick Rodgers,,,
177,5087404246,AHorowitz2,0,286.69998,G Xander Schauffele G Ludvig Aberg G Brooks Koepka G Justin Thomas G Sahith Theegala G Max Homa,,,
177,5087474014,process940 (18/25),0,286.69998,G Xander Schauffele G Russell Henley G Ludvig Aberg G Cameron Young G Alex Smalley G Austin Smotherman,,,
180,5087339117,lan6309 (2/9),0,286.6,G Xander Schauffele G Ludvig Aberg G Matt Fitzpatrick G Rickie Fowler G Corey Conners G Tony Finau,,,
181,5087273352,SamCo37,0,286.5,G Si Woo Kim G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Ryan Gerard G Brian Harman,,,
181,5087458873,tkoblow (5/150),0,286.5,G Xander Schauffele G Ludvig Aberg G Jake Knapp G Justin Rose G Maverick McNealy G Taylor Pendrith,,,
183,5087326836,Heppcat33,0,286.45,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Jacob Bridgeman G J.J. Spaun G Ryo Hisatsune,,,
184,5087428882,sal76 (1/5),0,286.4,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Adam Scott G Corey Conners G Chris Kirk,,,
185,5087304649,Gsluke (101/150),0,286.34998,G Tommy Fleetwood G Russell Henley G Ludvig Aberg G Justin Thomas G Michael Thorbjornsen G Sungjae Im,,,
186,5087234759,Chadg20 (66/100),0,286.3,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Ben Griffin G Jason Day G Brian Harman,,,
186,5087418381,jbutler0525 (6/8),0,286.3,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Sepp Straka G Sahith Theegala G Corey Conners,,,
188,5087347040,cantfademe (75/150),0,286.05002,G Si Woo Kim G Ludvig Aberg G Min Woo Lee G Rickie Fowler G Ryan Gerard G Michael Thorbjornsen,,,
188,5087404820,heidenrd (2/2),0,286.05,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Jacob Bridgeman G Sahith Theegala G Ryo Hisatsune,,,
190,5087306129,Pavich12,0,285.9,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Jason Day G Corey Conners G Alex Smalley,,,
190,5087370652,dodgerplayer89 (6/20),0,285.9,G Xander Schauffele G Russell Henley G Ludvig Aberg G Maverick McNealy G Corey Conners G Ricky Castillo,,,
190,5087387498,sneuman (10/150),0,285.9,G Xander Schauffele G Russell Henley G Ludvig Aberg G Maverick McNealy G Corey Conners G Ricky Castillo,,,
193,5087477542,6fingeredman (8/8),0,285.69998,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Sahith Theegala G Corey Conners G Austin Smotherman,,,
194,5087303398,HornEx90 (1/2),0,285.65,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Sahith Theegala G Corey Conners,,,
195,5087415251,Skibasher (27/150),0,285.55,G Russell Henley G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Brian Harman G Matthew McCarty,,,
196,5087475179,B_Heals152 (60/150),0,285.5,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Alex Noren G Alex Smalley G Chad Ramey,,,
197,5087414372,DirtyGuerty,0,285.4,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Rickie Fowler G Daniel Berger G Jordan Spieth,,,
197,5087459175,T_revor (148/150),0,285.4,G Rory McIlroy G Ludvig Aberg G Sam Burns G Jason Day G Taylor Pendrith G Keith Mitchell,,,
199,5087254865,pkgolf,0,285.35,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Justin Thomas G Sahith Theegala,,,
199,5087071637,C_Hus,0,285.34998,G Russell Henley G Ludvig Aberg G Cameron Young G Sepp Straka G Alex Noren G Corey Conners,,,
201,5087159954,jvogrin (1/3),0,285.3,G Xander Schauffele G Ludvig Aberg G Cameron Young G Adam Scott G Jason Day G J.J. Spaun,,,
202,5087139131,whit04 (5/10),0,285.15,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Sepp Straka G Corey Conners G Austin Smotherman,,,
202,5087440071,LWalker24 (3/4),0,285.14996,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Justin Rose G Brooks Koepka G Harris English,,,
204,5087205956,skie24 (2/3),0,285.1,G Xander Schauffele G Ludvig Aberg G Cameron Young G Sepp Straka G J.J. Spaun G Max Homa,,,
204,5087346986,cantfademe (21/150),0,285.1,G Ludvig Aberg G Matt Fitzpatrick G Robert MacIntyre G Justin Rose G Michael Thorbjornsen G Rasmus Hojgaard,,,
204,5087437580,TheCommish (77/150),0,285.1,G Xander Schauffele G Ludvig Aberg G Cameron Young G Rickie Fowler G Nicolai Hojgaard G Rico Hoey,,,
204,5087387579,sneuman (91/150),0,285.09998,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Corey Conners,,,
208,5087232560,chadfu23,0,284.85,G Xander Schauffele G Ludvig Aberg G Matt Fitzpatrick G Rickie Fowler G J.J. Spaun G Ryo Hisatsune,,,
208,5087484603,gswoop,0,284.85,G Xander Schauffele G Russell Henley G Ludvig Aberg G Sepp Straka G Justin Thomas G Lee Hodges,,,
210,5087412487,lcrosson,0,284.8,G Russell Henley G Ludvig Aberg G Patrick Cantlay G Brooks Koepka G Justin Thomas G Corey Conners,,,
210,5087470648,thomasm655 (1/2),0,284.8,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Sepp Straka G Maverick McNealy G Justin Thomas,,,
210,5087483555,mrmvp479 (1/2),0,284.8,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Sepp Straka G Maverick McNealy G Justin Thomas,,,
213,5087370655,dodgerplayer89 (9/20),0,284.69998,G Xander Schauffele G Ludvig Aberg G Sepp Straka G Maverick McNealy G Corey Conners G Tony Finau,,,
214,5087451280,Shonore (4/5),0,284.55002,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Rickie Fowler G Corey Conners G Max McGreevy,,,
214,5087475229,B_Heals152 (110/150),0,284.55,G Si Woo Kim G Xander Schauffele G Ludvig Aberg G Alex Noren G Rasmus Hojgaard G J.T. Poston,,,
216,5087409434,sklein92 (1/2),0,284.4,G Ludvig Aberg G Cameron Young G Sepp Straka G Nicolai Hojgaard G Jordan Spieth G Keith Mitchell,,,
216,5087428860,jadenlilly (5/5),0,284.4,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Nicolai Hojgaard G Michael Thorbjornsen G Nick Taylor,,,
218,5087336205,raiders72317 (1/10),0,284.35,G Ludvig Aberg G Viktor Hovland G Robert MacIntyre G Cameron Young G Ryo Hisatsune G Keith Mitchell,,,
218,5087469071,skills112,0,284.35,G Xander Schauffele G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Adam Scott G Ricky Castillo,,,
218,5087436958,DraftMasterFlex (15/15),0,284.34998,G Ludvig Aberg G Cameron Young G Jake Knapp G Jacob Bridgeman G Alex Noren G Jordan Spieth,,,
221,5087530324,KRB68,0,284.3,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Corey Conners G Tony Finau G William Mouw,,,
222,5087349321,LkoVick (1/2),0,284.25,G Russell Henley G Ludvig Aberg G Cameron Young G Justin Thomas G Sahith Theegala G Corey Conners,,,
222,5087413297,jeffandtrevor549 (1/2),0,284.25,G Russell Henley G Ludvig Aberg G Cameron Young G Justin Thomas G Sahith Theegala G Corey Conners,,,
224,5087466405,Dgloeck,0,284.19998,G Russell Henley G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Corey Conners G Ricky Castillo,,,
225,5087245340,jsf900 (57/150),0,284.15,G Xander Schauffele G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Taylor Pendrith G Sungjae Im,,,
226,5087411767,bryanbigbets (4/25),0,284.1,G Xander Schauffele G Hideki Matsuyama G Sam Burns G Ryan Gerard G Harry Hall G Michael Thorbjornsen,,,
226,5087422098,ilovefootball247 (10/10),0,284.1,G Xander Schauffele G Hideki Matsuyama G Sam Burns G Ryan Gerard G Harry Hall G Michael Thorbjornsen,,,
228,5087368110,Beatles60 (12/27),0,283.95,G Tommy Fleetwood G Xander Schauffele G Brooks Koepka G Ryan Gerard G Alex Noren G Jordan Spieth,,,
228,5087445227,beaker913 (130/150),0,283.95,G Xander Schauffele G Ludvig Aberg G Jake Knapp G Alex Noren G Jordan Spieth G Matthew McCarty,,,
228,5087404224,ChipMuck304,0,283.94998,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Jacob Bridgeman G Nicolai Hojgaard G Corey Conners,,,
231,5087175264,ItsDrakeo (139/150),0,283.9,G Tommy Fleetwood G Xander Schauffele G Min Woo Lee G Maverick McNealy G Jordan Spieth G Keegan Bradley,,,
231,5087245300,jsf900 (17/150),0,283.9,G Xander Schauffele G Russell Henley G Patrick Cantlay G Jason Day G Corey Conners G Michael Thorbjornsen,,,
233,5087387569,sneuman (81/150),0,283.8,G Tommy Fleetwood G Ludvig Aberg G Rickie Fowler G Sepp Straka G Justin Thomas G Corey Conners,,,
234,5087476775,anthony.heath (9/9),0,283.75,G Xander Schauffele G Matt Fitzpatrick G Cameron Young G Jacob Bridgeman G Justin Thomas G Alex Smalley,,,
235,5087245361,jsf900 (78/150),0,283.55,G Xander Schauffele G Russell Henley G Ludvig Aberg G Adam Scott G Corey Conners G Michael Brennan,,,
235,5087350176,logan961 (2/2),0,283.55,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Brooks Koepka G Maverick McNealy G Corey Conners,,,
237,5087366452,greenbayfan74,0,283.4,G Xander Schauffele G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Sahith Theegala G Austin Smotherman,,,
237,5087461552,chandler74,0,283.4,G Si Woo Kim G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Keith Mitchell G Alex Smalley,,,
239,5087264762,csurunnerccr (5/150),0,283.34998,G Tommy Fleetwood G Ludvig Aberg G Min Woo Lee G Daniel Berger G Ryan Gerard G Corey Conners,,,
240,5087383357,MyNyg123,0,283.25,G Xander Schauffele G Ludvig Aberg G Cameron Young G Justin Thomas G Sahith Theegala G Matti Schmid,,,
241,5087400235,Ozbo81 (6/6),0,283.2,G Xander Schauffele G Ludvig Aberg G Rickie Fowler G Sepp Straka G Maverick McNealy G Justin Thomas,,,
241,5087465227,Booski4 (2/2),0,283.2,G Xander Schauffele G Russell Henley G Ludvig Aberg G Justin Rose G Alex Noren G Jhonattan Vegas,,,
241,5087473702,Ghawxh,0,283.2,G Xander Schauffele G Ludvig Aberg G Rickie Fowler G Sepp Straka G Maverick McNealy G Justin Thomas,,,
241,5087250454,jjonnewman60 (1/4),0,283.19998,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Brooks Koepka G Rickie Fowler G Sepp Straka,,,
245,5087424037,2HANDSDOWN (3/7),0,283.1,G Xander Schauffele G Cameron Young G Jacob Bridgeman G Rickie Fowler G Sepp Straka G Corey Conners,,,
246,5087260169,pv43eee (7/76),0,282.9,G Tommy Fleetwood G Ludvig Aberg G Min Woo Lee G Kurt Kitayama G Jordan Spieth G Corey Conners,,,
246,5087458521,jbaker219267 (2/2),0,282.9,G Xander Schauffele G Cameron Young G Min Woo Lee G Brooks Koepka G Sepp Straka G Ryo Hisatsune,,,
248,5087458966,tkoblow (98/150),0,282.80002,G Ludvig Aberg G Min Woo Lee G Brooks Koepka G Maverick McNealy G Jason Day G Ryan Gerard,,,
248,5087435937,millsat (5/14),0,282.8,G Xander Schauffele G Russell Henley G Ludvig Aberg G Michael Thorbjornsen G Sam Stevens G Lucas Glover,,,
250,5087455785,Dudeoflife (108/150),0,282.69998,G Ludvig Aberg G Matt Fitzpatrick G Jake Knapp G Jacob Bridgeman G Justin Thomas G Ryan Gerard,,,
251,5087107111,ckk-244ayk (121/150),0,282.6,G Tommy Fleetwood G Xander Schauffele G Cameron Young G Sepp Straka G Michael Thorbjornsen G Kristoffer Reitan,,,
251,5087382275,sarmy03,0,282.6,G Xander Schauffele G Russell Henley G Ludvig Aberg G Alex Noren G Corey Conners G Tony Finau,,,
251,5087408011,emitchell412 (1/4),0,282.6,G Si Woo Kim G Ludvig Aberg G Matt Fitzpatrick G Brooks Koepka G Michael Thorbjornsen G Michael Brennan,,,
251,5087478312,redem7 (16/20),0,282.59998,G Xander Schauffele G Ludvig Aberg G Min Woo Lee G Aaron Rai G Matthew McCarty G Keith Mitchell,,,
255,5087454471,denunzio88,0,282.5,G Xander Schauffele G Hideki Matsuyama G Ludvig Aberg G Rickie Fowler G Ryo Hisatsune G Alex Smalley,,,
256,5087387542,sneuman (54/150),0,282.35,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Corey Conners G Tony Finau,,,
256,5087429679,pebbleboys,0,282.35,G Xander Schauffele G Ludvig Aberg G Akshay Bhatia G Rickie Fowler G Sahith Theegala G Corey Conners,,,
256,5087358746,Trojan4464 (5/5),0,282.34998,G Xander Schauffele G Hideki Matsuyama G Cameron Young G Ryan Gerard G Michael Thorbjornsen G J.J. Spaun,,,
256,5087378449,MicWitz (4/5),0,282.34998,G Ludvig Aberg G Chris Gotterup G Matt Fitzpatrick G Cameron Young G Corey Conners G William Mouw,,,
260,5087473895,gqinxs (1/150),0,282.25,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Maverick McNealy G Michael Thorbjornsen G Taylor Pendrith,,,
260,5087477432,SNE88,0,282.25,G Xander Schauffele G Ludvig Aberg G Jacob Bridgeman G Sepp Straka G Jason Day G Sahith Theegala,,,
262,5087349131,cptnspaulding (112/150),0,281.85,G Xander Schauffele G Russell Henley G Ludvig Aberg G Daniel Berger G Michael Thorbjornsen G Ricky Castillo,,,
263,5087437605,TheCommish (102/150),0,281.45,G Xander Schauffele G Cameron Young G Akshay Bhatia G Keegan Bradley G Matthew McCarty G Keith Mitchell,,,
264,5087387582,sneuman (94/150),0,281.4,G Xander Schauffele G Ludvig Aberg G Maverick McNealy G Adam Scott G Sahith Theegala G Corey Conners,,,
265,5087458429,Vikings_Nate (92/150),0,281.25,G Ludvig Aberg G Robert MacIntyre G Cameron Young G Sepp Straka G Michael Thorbjornsen G J.J. Spaun,,,
266,5087315012,jester11 (1/2),0,281.1,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Nicolai Hojgaard G Jason Day G Jordan Spieth,,,
267,5087456331,patu320,0,281,G Tommy Fleetwood G Hideki Matsuyama G Ludvig Aberg G Corey Conners G Sam Stevens G Ryo Hisatsune,,,
268,5087482825,BlitznRay (9/9),0,280.9,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Cameron Young G Joe Highsmith G Cameron Davis,,,
269,5087474876,outta (2/2),0,280.8,G Tommy Fleetwood G Xander Schauffele G Jake Knapp G Alex Noren G Jordan Spieth G Michael Thorbjornsen,,,
270,5087321774,xmastime (4/25),0,280.7,G Xander Schauffele G Russell Henley G Ludvig Aberg G Corey Conners G Ricky Castillo G Austin Smotherman,,,
270,5087414856,jbutler0525 (5/8),0,280.7,G Ludvig Aberg G Cameron Young G Maverick McNealy G Justin Thomas G Corey Conners G Tony Finau,,,
270,5087449189,joey19votto,0,280.7,G Ludvig Aberg G Viktor Hovland G Robert MacIntyre G Cameron Young G Corey Conners G Max McGreevy,,,
273,5087435291,Myronhaywood (1/2),0,280.65002,G Xander Schauffele G Cameron Young G Jacob Bridgeman G Justin Rose G Sepp Straka G Jason Day,,,
273,5087371312,JDW1980 (1/2),0,280.65,G Si Woo Kim G Ludvig Aberg G Min Woo Lee G Daniel Berger G Ryan Gerard G Michael Thorbjornsen,,,
273,5087398463,slappywhite57 (2/3),0,280.65,G Xander Schauffele G Ludvig Aberg G Brooks Koepka G Rickie Fowler G Sepp Straka G J.J. Spaun,,,
276,5087387502,sneuman (14/150),0,280.5,G Tommy Fleetwood G Ludvig Aberg G Maverick McNealy G Justin Thomas G Adam Scott G Corey Conners,,,
276,5087456163,jtcooky (10/11),0,280.5,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Brian Harman G Rasmus Hojgaard G Max Homa,,,
278,5087071596,doogie492004,0,280.45,G Tommy Fleetwood G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Brian Harman G Max Homa,,,
278,5087255001,MPW111168 (4/5),0,280.45,G Ludvig Aberg G Matt Fitzpatrick G Robert MacIntyre G Brooks Koepka G Daniel Berger G Michael Thorbjornsen,,,
278,5087458472,Vikings_Nate (135/150),0,280.44998,G Ludvig Aberg G Viktor Hovland G Min Woo Lee G Brooks Koepka G Jordan Spieth G J.J. Spaun,,,
281,5087129053,T_revor (75/150),0,280.4,G Ludvig Aberg G Matt Fitzpatrick G Shane Lowry G Jacob Bridgeman G Alex Noren G Corey Conners,,,
281,5087455737,Dudeoflife (60/150),0,280.4,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Shane Lowry G Corey Conners G Sungjae Im,,,
283,5087287924,jkohlbeck22,0,280.34998,G Xander Schauffele G Ludvig Aberg G Cameron Young G Sepp Straka G Sahith Theegala G Nicolas Echavarria,,,
284,5087382806,109stairs (30/150),0,280.19998,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Min Woo Lee G Daniel Berger G Corey Conners,,,
284,5087387851,KPSF22Snake (1/2),0,280.19998,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Min Woo Lee G Daniel Berger G Corey Conners,,,
286,5087394585,jamesfeatherstone,0,280.1,G Xander Schauffele G Russell Henley G Cameron Young G Justin Thomas G Corey Conners G J.J. Spaun,,,
286,5087455760,Dudeoflife (83/150),0,280.1,G Russell Henley G Robert MacIntyre G Cameron Young G Justin Thomas G Corey Conners G Michael Thorbjornsen,,,
286,5087458421,Vikings_Nate (84/150),0,280.1,G Xander Schauffele G Cameron Young G Justin Rose G Harris English G Justin Thomas G Jordan Spieth,,,
286,5087357523,dannoe81,0,280.09998,G Xander Schauffele G Ludvig Aberg G Cameron Young G Jake Knapp G Matti Schmid G Patrick Rodgers,,,
290,5087416036,bamajag,0,279.95,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Justin Thomas G Patrick Rodgers G Bud Cauley,,,
291,5087369701,loucards15 (2/5),0,279.90002,G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Brooks Koepka G Rickie Fowler G Wyndham Clark,,,
291,5087334150,reboteking (1/4),0,279.9,G Xander Schauffele G Russell Henley G Ludvig Aberg G Jacob Bridgeman G Michael Brennan G Alex Smalley,,,
291,5087444376,JustDraftMe (5/7),0,279.9,G Jacob Bridgeman G Justin Rose G Brooks Koepka G Sepp Straka G Justin Thomas G Corey Conners,,,
294,5087458914,tkoblow (46/150),0,279.75,G Ludvig Aberg G Cameron Young G Jake Knapp G Brooks Koepka G Ryan Gerard G Max Homa,,,
295,5087207646,JUNIORGOLFPRO,0,279.69998,G Xander Schauffele G Russell Henley G Ludvig Aberg G Jacob Bridgeman G Max Homa G Andrew Putnam,,,
