Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1646,5087466515,beau885 (1/4),0,251.9,G Russell Henley G Viktor Hovland G Cameron Young G Sepp Straka G Corey Conners G Patrick Rodgers,,,
1646,5087481340,bamatide81 (2/2),0,251.9,G Xander Schauffele G Matt Fitzpatrick G Cameron Young G Justin Thomas G Tony Finau G Lee Hodges,,,
1646,5087429887,beastmeister,0,251.89998,G Tommy Fleetwood G Ludvig Aberg G Akshay Bhatia G Brooks Koepka G Sepp Straka G Taylor Moore,,,
1656,5087387613,sneuman (125/150),0,251.85,G Xander Schauffele G Russell Henley G Cameron Young G Rickie Fowler G Sepp Straka G Alex Smalley,,,
1656,5087402537,dell415,0,251.85,G Xander Schauffele G Cameron Young G Jacob Bridgeman G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
1656,5087440547,onthemoney511 (10/10),0,251.85,G Rory McIlroy G Xander Schauffele G Jacob Bridgeman G Ryan Gerard G Wyndham Clark G Joel Dahmen,,,
1656,5087458479,Vikings_Nate (142/150),0,251.84998,G Ludvig Aberg G Shane Lowry G Akshay Bhatia G Justin Rose G Brooks Koepka G Ricky Castillo,,,
1660,5087453311,johndeere159,0,251.8,G Xander Schauffele G Chris Gotterup G Cameron Young G Sahith Theegala G Corey Conners G Austin Smotherman,,,
1660,5087295429,Cmccurry71043 (50/50),0,251.79999,G Tommy Fleetwood G Xander Schauffele G Viktor Hovland G Corey Conners G Lucas Glover G Alex Smalley,,,
1662,5087355483,BoangTao33 (102/150),0,251.75,G Xander Schauffele G Hideki Matsuyama G Daniel Berger G Michael Thorbjornsen G Rasmus Hojgaard G Alex Smalley,,,
1662,5087451282,neilpace08 (1/2),0,251.75,G Xander Schauffele G Hideki Matsuyama G Jacob Bridgeman G Rickie Fowler G Nicolai Hojgaard G Corey Conners,,,
1662,5087468758,hans2win,0,251.75,G Xander Schauffele G Hideki Matsuyama G Min Woo Lee G Sepp Straka G Sahith Theegala G Corey Conners,,,
1662,5087535448,rajaraji (9/11),0,251.75,G Russell Henley G Ludvig Aberg G Viktor Hovland G Jacob Bridgeman G Sahith Theegala G Alex Smalley,,,
1662,5087264815,csurunnerccr (58/150),0,251.74998,G Hideki Matsuyama G Russell Henley G Ludvig Aberg G Maverick McNealy G Ryan Gerard G Kristoffer Reitan,,,
1667,5087420547,nrivera2001 (2/6),0,251.70001,G Tommy Fleetwood G Xander Schauffele G Cameron Young G Adam Scott G Ryan Gerard G Mac Meissner,,,
1667,5087431562,cvanarsdale (7/44),0,251.70001,G Tommy Fleetwood G Ludvig Aberg G Brooks Koepka G Harris English G Maverick McNealy G Alex Noren,,,
1667,5087245295,jsf900 (12/150),0,251.7,G Rory McIlroy G Russell Henley G Daniel Berger G Ryan Gerard G Michael Thorbjornsen G Keith Mitchell,,,
1667,5087445147,beaker913 (50/150),0,251.7,G Xander Schauffele G Sam Burns G Nicolai Hojgaard G Ryan Gerard G Alex Noren G Nick Taylor,,,
1667,5087281329,unlv2014,0,251.69998,G Hideki Matsuyama G Ludvig Aberg G Matt Fitzpatrick G Cameron Young G Jordan L. Smith G Lee Hodges,,,
1672,5087368193,Chitownkiller01,0,251.65,G Scottie Scheffler G Ludvig Aberg G Michael Thorbjornsen G Ryo Hisatsune G Austin Smotherman G Karl Vilips,,,
1672,5087463023,Golf540,0,251.65,G Tommy Fleetwood G Ludvig Aberg G Jacob Bridgeman G Ben Griffin G Rickie Fowler G Ryo Hisatsune,,,
1674,5087133935,warprider,0,251.6,G Xander Schauffele G Matt Fitzpatrick G Robert MacIntyre G Jacob Bridgeman G Alex Noren G Patrick Rodgers,,,
1674,5087436788,JASir752 (6/10),0,251.59999,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Justin Thomas G Nick Taylor G Tony Finau,,,
1676,5087158799,dr00pd0g (15/150),0,251.55,G Si Woo Kim G Russell Henley G Ludvig Aberg G Maverick McNealy G Ryan Gerard G Sungjae Im,,,
1676,5087121850,Josaphine39 (2/3),0,251.54999,G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Maverick McNealy G Justin Thomas G Tony Finau,,,
1676,5087379471,Strings59 (1/2),0,251.54999,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Harry Hall G Ryo Hisatsune G Keith Mitchell,,,
1676,5087404870,DamonKillian (20/30),0,251.54999,G Tommy Fleetwood G Ludvig Aberg G Akshay Bhatia G Brooks Koepka G Harris English G Max McGreevy,,,
1680,5087199705,rgrace1010,0,251.5,G Russell Henley G Ludvig Aberg G Jacob Bridgeman G Maverick McNealy G Adam Scott G Alex Noren,,,
1680,5087264852,csurunnerccr (95/150),0,251.5,G Hideki Matsuyama G Ludvig Aberg G Cameron Young G Sepp Straka G J.J. Spaun G Matthew McCarty,,,
1680,5087434141,lyken_poker (2/10),0,251.5,G Matt Fitzpatrick G Jacob Bridgeman G Sepp Straka G Justin Thomas G Sahith Theegala G Corey Conners,,,
1680,5087458361,Vikings_Nate (24/150),0,251.5,G Robert MacIntyre G Cameron Young G Patrick Cantlay G Sam Burns G Justin Thomas G Jordan Spieth,,,
1680,5087382904,109stairs (128/150),0,251.49998,G Ludvig Aberg G Cameron Young G Jake Knapp G Min Woo Lee G Sepp Straka G Sahith Theegala,,,
1680,5087403122,galway66,0,251.49998,G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Rickie Fowler G Jason Day G Austin Smotherman,,,
1680,5087437506,TheCommish (3/150),0,251.49998,G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Cameron Young G Adam Scott G Taylor Moore,,,
1687,5087336206,raiders72317 (2/10),0,251.45001,G Tommy Fleetwood G Viktor Hovland G Cameron Young G Rickie Fowler G Ryo Hisatsune G Keith Mitchell,,,
1687,5087399227,punknugget,0,251.45,G Xander Schauffele G Cameron Young G Akshay Bhatia G Maverick McNealy G Daniel Berger G Justin Thomas,,,
1689,5087257703,blackavelli9 (1/2),0,251.4,G Tommy Fleetwood G Ludvig Aberg G Jacob Bridgeman G Justin Thomas G Sahith Theegala G Ricky Castillo,,,
1689,5087401888,mehh10,0,251.4,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Justin Thomas G Sahith Theegala G Tony Finau,,,
1689,5087457955,Mr_CASHMAN (2/5),0,251.4,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Justin Thomas G Sahith Theegala G Tony Finau,,,
1689,5087537181,beershere (7/9),0,251.4,G Tommy Fleetwood G Xander Schauffele G Chris Gotterup G Sahith Theegala G Corey Conners G Alex Smalley,,,
1689,5087435933,millsat (1/14),0,251.39998,G Tommy Fleetwood G Si Woo Kim G Ludvig Aberg G Michael Thorbjornsen G John Keefer G Aldrich Potgieter,,,
1694,5087190324,MAGALAHI1 (1/4),0,251.35,G Si Woo Kim G Ludvig Aberg G Jacob Bridgeman G Rickie Fowler G Justin Thomas G Sahith Theegala,,,
1694,5087175234,ItsDrakeo (109/150),0,251.34999,G Ludvig Aberg G Matt Fitzpatrick G Robert MacIntyre G Cameron Young G Sahith Theegala G Max McGreevy,,,
1696,5087140023,eortega0917 (1/12),0,251.3,G Tommy Fleetwood G Ludvig Aberg G Matt Fitzpatrick G Rickie Fowler G Maverick McNealy G Lee Hodges,,,
1696,5087473515,floydtay (1/2),0,251.3,G Hideki Matsuyama G Russell Henley G Ludvig Aberg G Jordan Spieth G Corey Conners G Pierceson Coody,,,
1696,5087217380,BoardCollector,0,251.29999,G Tommy Fleetwood G Ludvig Aberg G Akshay Bhatia G Jacob Bridgeman G Adam Scott G Austin Smotherman,,,
1696,5087304580,Gsluke (32/150),0,251.29999,G Ludvig Aberg G Matt Fitzpatrick G Robert MacIntyre G Maverick McNealy G Daniel Berger G Ryan Gerard,,,
1696,5087322283,jbutler0525 (2/8),0,251.29999,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Sahith Theegala G Alex Smalley G Taylor Moore,,,
1696,5087352056,fpaullywod (1/5),0,251.29999,G Rory McIlroy G Xander Schauffele G Ludvig Aberg G Austin Smotherman G Lee Hodges G Taylor Moore,,,
1696,5087358962,ck1kaminski (1/2),0,251.29999,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Bud Cauley G Ricky Castillo,,,
1696,5087420548,nrivera2001 (3/6),0,251.29997,G Ludvig Aberg G Viktor Hovland G Cameron Young G Maverick McNealy G Daniel Berger G Harry Hall,,,
1704,5087254951,bubbahuns (1/5),0,251.25,G Tommy Fleetwood G Viktor Hovland G Min Woo Lee G Jason Day G Michael Thorbjornsen G Matthew McCarty,,,
1704,5087473638,tedzz (97/150),0,251.24998,G Hideki Matsuyama G Russell Henley G Cameron Young G Min Woo Lee G Michael Thorbjornsen G Max McGreevy,,,
1706,5087440154,dcarroll5790,0,251.20001,G Xander Schauffele G Matt Fitzpatrick G Min Woo Lee G Jacob Bridgeman G Harris English G Wyndham Clark,,,
1706,5087464027,rooster217 (2/2),0,251.20001,G Xander Schauffele G Cameron Young G Jake Knapp G Jacob Bridgeman G Rickie Fowler G Max Homa,,,
1706,5087270037,Didley3434 (1/3),0,251.2,G Russell Henley G Ludvig Aberg G Jake Knapp G Brooks Koepka G Daniel Berger G Taylor Pendrith,,,
1706,5087415248,Skibasher (24/150),0,251.2,G Tommy Fleetwood G Matt Fitzpatrick G Min Woo Lee G Sepp Straka G Michael Thorbjornsen G Sungjae Im,,,
1706,5087265250,dfs_ads (22/150),0,251.19998,G Si Woo Kim G Hideki Matsuyama G Min Woo Lee G Ryan Gerard G Michael Thorbjornsen G Alex Smalley,,,
1711,5087475121,B_Heals152 (2/150),0,251.15,G Tommy Fleetwood G Ludvig Aberg G Patrick Cantlay G Jason Day G Thorbjorn Olesen G Kristoffer Reitan,,,
1711,5087530868,wayne1352 (1/2),0,251.15,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Sahith Theegala G Ricky Castillo G Austin Smotherman,,,
1711,5087353882,thebodyspill (2/120),0,251.14998,G Tommy Fleetwood G Ludvig Aberg G Matt Fitzpatrick G Ryan Gerard G Michael Brennan G Hao-Tong Li,,,
1714,5087349120,cptnspaulding (101/150),0,251.1,G Tommy Fleetwood G Xander Schauffele G Jake Knapp G Brooks Koepka G Sahith Theegala G Keith Mitchell,,,
1714,5087423614,dezmannion22,0,251.1,G Rory McIlroy G Brooks Koepka G Rickie Fowler G Justin Thomas G Jason Day G Jordan Spieth,,,
1714,5087300110,jffrvs,0,251.09998,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Maverick McNealy G Sahith Theegala G Taylor Moore,,,
1717,5087387528,sneuman (40/150),0,251.05002,G Xander Schauffele G Russell Henley G Matt Fitzpatrick G Maverick McNealy G Corey Conners G Tony Finau,,,
1717,5087431475,ryangaskin,0,251.05002,G Xander Schauffele G Cameron Young G Sepp Straka G Adam Scott G Corey Conners G Tom Hoge,,,
1717,5087451947,Landon0524,0,251.05002,G Rory McIlroy G Cameron Young G Maverick McNealy G Sahith Theegala G Jordan Spieth G Corey Conners,,,
1720,5087245410,jsf900 (127/150),0,250.99998,G Russell Henley G Ludvig Aberg G Viktor Hovland G Brooks Koepka G Daniel Berger G Max McGreevy,,,
1720,5087347078,cantfademe (113/150),0,250.99998,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Min Woo Lee G Michael Thorbjornsen G Michael Brennan,,,
1722,5087226996,tinsleydizzle,0,250.95,G Xander Schauffele G Viktor Hovland G Cameron Young G Sepp Straka G Justin Thomas G Tony Finau,,,
1722,5087421002,cmg311 (8/8),0,250.95,G Russell Henley G Ludvig Aberg G Viktor Hovland G Sahith Theegala G Corey Conners G Michael Brennan,,,
1722,5087459056,Titanstwentyone (4/5),0,250.95,G Tommy Fleetwood G Ludvig Aberg G Jake Knapp G Justin Thomas G Adam Scott G Max Homa,,,
1722,5087465551,Agnos171610,0,250.95,G Tommy Fleetwood G Cameron Young G Jacob Bridgeman G Sepp Straka G Maverick McNealy G Justin Thomas,,,
1722,5087475902,macataca (93/100),0,250.95,G Russell Henley G Jacob Bridgeman G Maverick McNealy G Ryan Gerard G Jordan Spieth G Nick Taylor,,,
1722,5087476134,smith70 (2/2),0,250.95,G Tommy Fleetwood G Cameron Young G Jacob Bridgeman G Sepp Straka G Maverick McNealy G Justin Thomas,,,
1722,5087445203,beaker913 (106/150),0,250.94998,G Ludvig Aberg G Chris Gotterup G Matt Fitzpatrick G Justin Rose G Aaron Rai G Nicolas Echavarria,,,
1729,5087175154,ItsDrakeo (29/150),0,250.90001,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Maverick McNealy G Davis Thompson G Sam Stevens,,,
1729,5087375146,Dcc1969 (5/7),0,250.90001,G Matt Fitzpatrick G Cameron Young G Akshay Bhatia G Jacob Bridgeman G Maverick McNealy G Justin Thomas,,,
1729,5087390827,minnzona (1/2),0,250.90001,G Matt Fitzpatrick G Cameron Young G Akshay Bhatia G Jacob Bridgeman G Maverick McNealy G Justin Thomas,,,
1729,5087411704,Taters2114,0,250.90001,G Matt Fitzpatrick G Cameron Young G Akshay Bhatia G Jacob Bridgeman G Maverick McNealy G Justin Thomas,,,
1729,5087375396,mkrame29,0,250.9,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Jake Knapp G Brooks Koepka G Michael Brennan,,,
1729,5087461097,paperchase843 (3/3),0,250.9,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Brooks Koepka G Daniel Berger G Alex Noren,,,
1735,5087249740,PantherForLife1 (1/8),0,250.85,G Xander Schauffele G Ludvig Aberg G Shane Lowry G Maverick McNealy G Sahith Theegala G J.J. Spaun,,,
1735,5087370653,dodgerplayer89 (7/20),0,250.85,G Tommy Fleetwood G Xander Schauffele G Sepp Straka G Maverick McNealy G Corey Conners G Tony Finau,,,
1735,5087377157,Shepishere,0,250.85,G Tommy Fleetwood G Xander Schauffele G Rickie Fowler G Sepp Straka G Sahith Theegala G Corey Conners,,,
1735,5087431088,Taxman8 (12/50),0,250.84999,G Scottie Scheffler G Brooks Koepka G Michael Thorbjornsen G Brian Harman G Ricky Castillo G Hao-Tong Li,,,
1735,5087465009,sacdaddy07 (65/150),0,250.84999,G Scottie Scheffler G Brooks Koepka G Ryan Gerard G Michael Thorbjornsen G Rico Hoey G Danny Walker,,,
1740,5087401778,GBPfan1212 (1/5),0,250.79999,G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Jake Knapp G Ryan Gerard G Ricky Castillo,,,
1741,5087398042,niners24boom,0,250.75,G Xander Schauffele G Russell Henley G Rickie Fowler G Sepp Straka G Justin Thomas G Jason Day,,,
1741,5087415246,Skibasher (22/150),0,250.75,G Tommy Fleetwood G Ludvig Aberg G Matt Fitzpatrick G Rickie Fowler G Rasmus Hojgaard G Max McGreevy,,,
1741,5087415843,1HittaQuittaPitta (2/2),0,250.74998,G Tommy Fleetwood G Ludvig Aberg G Matt Fitzpatrick G Justin Thomas G Max Homa G Lucas Glover,,,
1741,5087477646,sexualchocolate (35/55),0,250.74998,G Tommy Fleetwood G Russell Henley G Ludvig Aberg G Brooks Koepka G Michael Brennan G Sungjae Im,,,
1745,5087469989,superplaya,0,250.70001,G Ludvig Aberg G Matt Fitzpatrick G Patrick Cantlay G Brooks Koepka G Rickie Fowler G Rasmus Hojgaard,,,
1745,5087112440,madtitan2255,0,250.7,G Tommy Fleetwood G Cameron Young G Jake Knapp G Sepp Straka G Maverick McNealy G Michael Thorbjornsen,,,
1745,5087295096,Jhnyoung (6/7),0,250.7,G Xander Schauffele G Russell Henley G Chris Gotterup G Justin Thomas G Corey Conners G Tony Finau,,,
1745,5087476439,premiumplaya,0,250.7,G Si Woo Kim G Ludvig Aberg G Akshay Bhatia G Nicolai Hojgaard G Adam Scott G Corey Conners,,,
1745,5087477320,jb3rd811 (8/8),0,250.69998,G Ludvig Aberg G Daniel Berger G Ryan Gerard G Michael Thorbjornsen G Lucas Glover G Michael Brennan,,,
1750,5087303485,jkbrown83 (1/4),0,250.6,G Russell Henley G Ludvig Aberg G Viktor Hovland G Sepp Straka G Sahith Theegala G Ryo Hisatsune,,,
1750,5087341705,ajbrother (2/2),0,250.6,G Chris Gotterup G Cameron Young G Min Woo Lee G Sam Burns G Rickie Fowler G Jordan Spieth,,,
1750,5087415294,Skibasher (70/150),0,250.6,G Russell Henley G Ludvig Aberg G Akshay Bhatia G Adam Scott G Ryan Gerard G Matthew McCarty,,,
1750,5087455703,Dudeoflife (26/150),0,250.6,G Russell Henley G Ludvig Aberg G Viktor Hovland G Maverick McNealy G Ryan Gerard G Michael Brennan,,,
1750,5087476708,metzet (4/4),0,250.6,G Russell Henley G Ludvig Aberg G Viktor Hovland G Sepp Straka G Sahith Theegala G Ryo Hisatsune,,,
1750,5087484598,lodgner,0,250.6,G Si Woo Kim G Xander Schauffele G Chris Gotterup G Rickie Fowler G Ryo Hisatsune G Keith Mitchell,,,
1750,5087261342,Event21Horizon,0,250.59999,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
1750,5087280286,bradharvey (1/3),0,250.59999,G Xander Schauffele G Cameron Young G Ben Griffin G Rickie Fowler G Maverick McNealy G Corey Conners,,,
1750,5087410999,rjcoop (3/3),0,250.59999,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
1750,5087437982,OneDropKing (107/150),0,250.59999,G Russell Henley G Ludvig Aberg G Jacob Bridgeman G Justin Thomas G Kurt Kitayama G Kristoffer Reitan,,,
1750,5087456300,slowputt1,0,250.59999,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
1750,5087535353,Tin915,0,250.59999,G Tommy Fleetwood G Ludvig Aberg G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
1750,5087346591,Stonesalltheway (108/150),0,250.59998,G Russell Henley G Ludvig Aberg G Jake Knapp G Maverick McNealy G Justin Thomas G Alex Noren,,,
1763,5087389680,Whale022 (1/2),0,250.54999,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
1763,5087400247,gmcavoy,0,250.54999,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
1763,5087475213,B_Heals152 (94/150),0,250.54999,G Russell Henley G Ludvig Aberg G Patrick Cantlay G Jacob Bridgeman G Alex Noren G Patrick Rodgers,,,
1766,5087482185,werewolvesoflondon (16/150),0,250.5,G Russell Henley G Viktor Hovland G Robert MacIntyre G Alex Noren G Jordan Spieth G Michael Thorbjornsen,,,
1766,5087450823,paperchase843 (2/3),0,250.49998,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Brooks Koepka G Daniel Berger G Max Homa,,,
1768,5087107089,ckk-244ayk (99/150),0,250.45001,G Xander Schauffele G Cameron Young G Shane Lowry G Maverick McNealy G Ryan Gerard G J.J. Spaun,,,
1768,5087367569,Beatles60 (11/27),0,250.45001,G Matt Fitzpatrick G Jake Knapp G Min Woo Lee G Jacob Bridgeman G Justin Rose G Sam Burns,,,
1770,5087385349,kry0727,0,250.4,G Ludvig Aberg G Rickie Fowler G Sepp Straka G Justin Thomas G Jason Day G Sahith Theegala,,,
1770,5087387562,sneuman (74/150),0,250.4,G Xander Schauffele G Russell Henley G Ludvig Aberg G Sepp Straka G Tony Finau G Ricky Castillo,,,
1770,5087437780,Swisher601,0,250.4,G Tommy Fleetwood G Russell Henley G Ludvig Aberg G Maverick McNealy G Matthew McCarty G Patrick Rodgers,,,
1770,5087461247,SoonerTrojan (12/12),0,250.4,G Tommy Fleetwood G Russell Henley G Ludvig Aberg G Matt Fitzpatrick G Andrew Putnam G Sudarshan Yellamaraju,,,
1770,5087481714,mikemc (3/4),0,250.4,G Si Woo Kim G Xander Schauffele G Ludvig Aberg G Sepp Straka G Sahith Theegala G Matthieu Pavon,,,
1775,5087160042,MiaMarino84,0,250.35,G Russell Henley G Ludvig Aberg G Matt Fitzpatrick G Jacob Bridgeman G Maverick McNealy G Taylor Moore,,,
1775,5087257146,madebyzach,0,250.35,G Scottie Scheffler G Ludvig Aberg G Ryan Gerard G Keith Mitchell G Patton Kizzire G Joel Dahmen,,,
1775,5087260208,pv43eee (46/76),0,250.35,G Hideki Matsuyama G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Nick Taylor G Taylor Pendrith,,,
1775,5087346595,Stonesalltheway (112/150),0,250.35,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Maverick McNealy G Daniel Berger G Ryan Gerard,,,
1775,5087190391,Colonel420 (19/50),0,250.34999,G Ludvig Aberg G Viktor Hovland G Cameron Young G Rickie Fowler G Daniel Berger G Nicolas Echavarria,,,
1775,5087346575,Stonesalltheway (92/150),0,250.34999,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Patrick Cantlay G Maverick McNealy G Taylor Pendrith,,,
1775,5087410394,UniversalFriend (17/42),0,250.34999,G Tommy Fleetwood G Ludvig Aberg G Rickie Fowler G Sepp Straka G Maverick McNealy G Nick Taylor,,,
1775,5087437620,TheCommish (117/150),0,250.34998,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Maverick McNealy G Nicolai Hojgaard G Sami Valimaki,,,
1783,5087411750,blairdon (1/10),0,250.30002,G Xander Schauffele G Russell Henley G Jacob Bridgeman G Rickie Fowler G Sahith Theegala G Jordan Spieth,,,
1783,5087234746,Chadg20 (53/100),0,250.3,G Ludvig Aberg G Matt Fitzpatrick G Jake Knapp G Jacob Bridgeman G Rickie Fowler G J.J. Spaun,,,
1783,5087270144,HamsterdamnSwag,0,250.3,G Xander Schauffele G Akshay Bhatia G Jacob Bridgeman G Justin Rose G Ben Griffin G Justin Thomas,,,
1783,5087304592,Gsluke (44/150),0,250.3,G Tommy Fleetwood G Matt Fitzpatrick G Akshay Bhatia G Daniel Berger G Ryan Gerard G Michael Thorbjornsen,,,
1787,5087293182,Cmccurry71043 (9/50),0,250.25,G Tommy Fleetwood G Si Woo Kim G Chris Gotterup G Jordan Spieth G Corey Conners G Alex Smalley,,,
1787,5087434494,DraftMasterFlex (11/15),0,250.25,G Viktor Hovland G Cameron Young G Min Woo Lee G Jacob Bridgeman G Daniel Berger G Jordan Spieth,,,
1789,5087221966,absobootly (1/3),0,250.2,G Tommy Fleetwood G Ludvig Aberg G Sepp Straka G Maverick McNealy G Justin Thomas G Taylor Moore,,,
1789,5087265261,dfs_ads (33/150),0,250.2,G Ludvig Aberg G Viktor Hovland G Cameron Young G Harris English G Alex Noren G Max McGreevy,,,
1789,5087336214,raiders72317 (10/10),0,250.2,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Sahith Theegala G Matti Schmid G Keith Mitchell,,,
1789,5087350697,JPB2014 (88/150),0,250.2,G Tommy Fleetwood G Ludvig Aberg G Jake Knapp G Rickie Fowler G Justin Thomas G Matthew McCarty,,,
1789,5087408394,SkyU27 (5/10),0,250.2,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Max McGreevy G Joel Dahmen,,,
1789,5087410418,UniversalFriend (41/42),0,250.2,G Xander Schauffele G Hideki Matsuyama G Ludvig Aberg G Kurt Kitayama G Max Homa G Sungjae Im,,,
1789,5087414619,mattness,0,250.2,G Tommy Fleetwood G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Justin Thomas G Ricky Castillo,,,
1796,5087358056,rmfac,0,250.15001,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Justin Thomas G Sahith Theegala G Corey Conners,,,
1796,5087245327,jsf900 (44/150),0,250.15,G Si Woo Kim G Ludvig Aberg G Robert MacIntyre G Kurt Kitayama G Ryan Gerard G Keith Mitchell,,,
1796,5087325623,Npiergrossi,0,250.15,G Hideki Matsuyama G Ludvig Aberg G Jacob Bridgeman G Rickie Fowler G Justin Thomas G Sahith Theegala,,,
1796,5087396531,Ethantex22,0,250.15,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Min Woo Lee G Justin Thomas G Tony Finau,,,
1796,5087424670,randers (85/150),0,250.15,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Sam Burns G Nicolai Hojgaard G Adam Scott,,,
1796,5087458468,Vikings_Nate (131/150),0,250.15,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Ben Griffin G Rickie Fowler G Nicolas Echavarria,,,
1796,5087481966,sterdawg33,0,250.15,G Hideki Matsuyama G Ludvig Aberg G Cameron Young G Rickie Fowler G Justin Thomas G Tony Finau,,,
1803,5087234701,Chadg20 (8/100),0,250.1,G Xander Schauffele G Russell Henley G Viktor Hovland G Maverick McNealy G Corey Conners G Hao-Tong Li,,,
1803,5087349156,cptnspaulding (137/150),0,250.1,G Si Woo Kim G Russell Henley G Jake Knapp G Maverick McNealy G Corey Conners G Michael Thorbjornsen,,,
1803,5087415408,JoeQ50,0,250.1,G Tommy Fleetwood G Chris Gotterup G Cameron Young G Maverick McNealy G Michael Thorbjornsen G Nicolas Echavarria,,,
1803,5087431837,joeyfreddy,0,250.1,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Brooks Koepka G Rickie Fowler G Keith Mitchell,,,
1803,5087475198,B_Heals152 (79/150),0,250.1,G Chris Gotterup G Matt Fitzpatrick G Akshay Bhatia G Justin Thomas G Brian Harman G Sam Stevens,,,
1803,5087437882,OneDropKing (7/150),0,250.09999,G Ludvig Aberg G Cameron Young G Jacob Bridgeman G Maverick McNealy G Lucas Glover G Sungjae Im,,,
1803,5087464955,sacdaddy07 (11/150),0,250.09999,G Tommy Fleetwood G Si Woo Kim G Matt Fitzpatrick G Michael Thorbjornsen G Rico Hoey G Eric Cole,,,
1810,5087448335,aman1969,0,250.05002,G Scottie Scheffler G Cameron Young G Corey Conners G Patrick Rodgers G Keith Mitchell G Andrew Putnam,,,
1810,5087190406,Colonel420 (34/50),0,250.04999,G Xander Schauffele G Shane Lowry G Akshay Bhatia G Jacob Bridgeman G Sam Burns G Matthew McCarty,,,
1812,5087116924,NolanPaugh5,0,250,G Ludvig Aberg G Viktor Hovland G Cameron Young G Brooks Koepka G Harris English G Tony Finau,,,
1812,5087428403,marcsnichols (1/5),0,250,G Russell Henley G Viktor Hovland G Akshay Bhatia G Sepp Straka G Justin Thomas G Michael Thorbjornsen,,,
1812,5087464985,sacdaddy07 (41/150),0,250,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Taylor Pendrith G Rico Hoey G Christiaan Bezuidenhout,,,
1812,5087476669,Taxman8 (47/50),0,250,G Ludvig Aberg G Robert MacIntyre G Jake Knapp G Brooks Koepka G Harris English G Ryan Gerard,,,
1812,5087451841,Nate65 (3/20),0,249.99998,G Tommy Fleetwood G Ludvig Aberg G Matt Fitzpatrick G Daniel Berger G Justin Thomas G Hao-Tong Li,,,
1812,5087458964,tkoblow (96/150),0,249.99998,G Tommy Fleetwood G Ludvig Aberg G Jacob Bridgeman G Daniel Berger G Justin Thomas G Tony Finau,,,
1812,5087346602,Stonesalltheway (119/150),0,249.99997,G Tommy Fleetwood G Ludvig Aberg G Harris English G Maverick McNealy G Justin Thomas G Alex Noren,,,
1819,5087088084,Bearsssssss (2/3),0,249.95,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Jake Knapp G Brooks Koepka G Hao-Tong Li,,,
1819,5087415249,Skibasher (25/150),0,249.95,G Russell Henley G Viktor Hovland G Cameron Young G Rickie Fowler G Michael Thorbjornsen G Nick Taylor,,,
